Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
1119,PB2017A01119,Authorized Representative,,500,N,Lake Shore,DR,500,"17-10-216-007-0000, 17-10-218-008-0000",,02/16/2017,02/16/2017,41.8911183327,-87.6143846846,"(41.891118332731956, -87.61438468463062)"
310,PB2016A00310,Property Manager,Pine Tree Court,5460,W,Higgins,AVE,12,13-09-322-043-1001-1012,,,08/03/2016,41.9693796725,-87.7636480579,"(41.9693796725109, -87.76364805790361)"
2363,PB2018A02363,Property Manager,Ohio West Lofts Condominium Association,2401,W,Ohio,ST,21,16-12-218-042-1001 to 1027,08/17/2018,08/26/2018,08/26/2018,41.8919996193,-87.6867977632,"(41.89199961930338, -87.68679776319325)"
1693,PB2017A01693,Agent,Kenmore Barry Condo Assn,3101-3103,N,Kenmore,AVE,19,14-29-203-038-1013,,08/11/2017,08/11/2017,41.9381646734,-87.6551158947,"(41.93816467338573, -87.65511589467772)"
686,PB2016A00686,Owner,Parkside Nine Phase II Apartments,544,W,Oak,ST,112,17-04-318-032-0000,,,08/29/2016,41.9005252379,-87.6429552753,"(41.900525237912476, -87.64295527527149)"
3171,PB2021A03171,Owner,,2555-2569,N,Clark,ST,164,14-28-318-074-0000,,11/02/2021,11/02/2021,41.9292723531,-87.6425018778,"(41.92927235314892, -87.64250187775227)"
1809,PB2017A01809,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1356,S,FEDERAL,ST,1,17212110580000,,08/24/2017,08/24/2017,41.8641466515,-87.6295435758,"(41.86414665150796, -87.6295435757519)"
1545,PB2017A01545,authorized agent,North Town Village Condo Assoc,721,W,Blackhawk,ST,145,17-04-113-100-1047,,08/10/2017,08/10/2017,41.9071418713,-87.6469580824,"(41.90714187128771, -87.64695808237171)"
1568,PB2017A01568,authorized agent,North Town Village Condo Assoc,719-723,W,Evergreen,AVE,145,17-04-113-100-1086-1088,,08/10/2017,08/10/2017,41.9062554254,-87.6463319392,"(41.90625542537183, -87.64633193920021)"
1940,PB2017A01940,authorized agent,Block Y Condo association,1330,W,Monroe,ST,179,17-17-104-041-1001,05/09/2000,09/14/2017,09/14/2017,41.8803788935,-87.6607850185,"(41.88037889353544, -87.66078501854506)"
1892,PB2017A01892,authorized agent,,1435,S,Clark,ST,1,17-21-211-032-0000,,09/11/2017,09/11/2017,41.8630238825,-87.6301378446,"(41.86302388249121, -87.63013784464208)"
509,PB2016A00509,Property Manager,Park Tower Condominium Assoc,5415,N,Sheridan,RD,726,14-18-203-017-1001-1744,,03/09/1979,08/02/2016,41.9804733298,-87.6549526405,"(41.980473329827255, -87.65495264052998)"
811,PB2016A00811,President,Park 1500 Condo Lofts,6,S,Laflin,ST,326,17-17-101-045-1001 & 17-17-101-045-1671,08/10/2016,,10/03/2016,41.8813215344,-87.6645613767,"(41.88132153435288, -87.66456137666425)"
864,PB2017A00864,Owner,Lawndale Apartments,3900,W,Wilcox,ST,,16-14-102-032-0000,,,08/29/2016,41.8790093928,-87.7232904852,"(41.879009392821764, -87.7232904851608)"
1228,PB2017A01228,President,Manor Homes on Belden Condo Assoc,538-540,W,Belden,AVE,12,14-33-104-093-1001-1012,,03/13/2017,03/13/2017,41.9238252373,-87.6429970975,"(41.92382523733794, -87.64299709745097)"
119,PB2016A00119,Registered Agent,Clifton Crossing Condominium Assoc,3005-3011,N,Clifton,AVE,19,14-29-208-055-1001-1019,,07/21/2016,07/26/2016,41.9364237853,-87.6574856429,"(41.9364237853146, -87.6574856428765)"
1882,PB2017A01882,authorized agent,,1405,S,Clark,ST,1,17-21-211-170-0000,,09/11/2017,09/11/2017,41.8638182983,-87.6301593325,"(41.86381829825283, -87.63015933253959)"
655,PB2016A00655,Authorized Agent,Chelsea Townhomes,105,S,Racine,AVE,1,17-17-210-037-0000,,,09/22/2016,41.8801479938,-87.6569469979,"(41.88014799377435, -87.6569469978652)"
145,PB2016A00145,President,Coronado Condominium Assoc,3900,N,Pine Grove,AVE,101,14-21-100-021-1001-1102,,,07/28/2016,41.9529385295,-87.6480411387,"(41.95293852945777, -87.64804113872496)"
2937,PB2019A02937,Manager,,1550,N,wieland,ST,61,17-04-202-078-0000,,10/04/2019,10/04/2019,41.9108418003,-87.6358390076,"(41.91084180028034, -87.63583900762771)"
601,PB2016A00601,Authorized Agent,Chelsea Townhomes,1117 #6,W,Monroe,ST,1,17-17-210-091-0000,,,09/22/2016,41.8802470942,-87.6553839969,"(41.880247094162456, -87.6553839968631)"
97,PB2016A00097,Authorized Agent,Nelson Lofts Condominiums,2310,W,Nelson,ST,14,14--30-107-041-1001-1034,,,07/29/2016,41.9368534717,-87.686064965,"(41.936853471728654, -87.6860649649587)"
208,PB2016A00208,Authorized Agent,Plaza 32 Condominium Assoc,3232,N,Halsted,ST,129,14-20-427-044-1036,,,08/01/2016,41.9408553363,-87.6494415866,"(41.940855336341535, -87.64944158659914)"
2518,PB2019A02518,Property Manager,909 Wisconsin Street Condominium Association,909,W,Wisconsin,ST,11,14-32-412-071-1001,,05/10/2019,05/10/2019,41.9158809579,-87.6512833195,"(41.915880957915405, -87.6512833195184)"
1256,PB2017A01256,Property Manager,,1300-1306,W,Albion,AVE,16,11-32-312-015-0000,,03/27/2017,03/27/2017,42.00255788,-87.6636466909,"(42.002557880049224, -87.66364669086504)"
2117,PB2018A02117,Registered Agent,California/Ainslie Condominium Association,2809-2811,W,Ainslie,ST,6,"13-12-320-026-1002-3,-1006-7,-1010-11",,01/20/2018,01/20/2018,41.9706123234,-87.6991371541,"(41.97061232335993, -87.69913715406041)"
1909,PB2017A01909,authorized agent,,1465,S,Clark,ST,1,17-21-211-008-0000,,09/11/2017,09/11/2017,41.8622300808,-87.6301159994,"(41.862230080820694, -87.63011599940744)"
1842,PB2017A01842,Owner,,2247,N,Lincoln,AVE,2,14-33-110-006-0000,,09/01/2017,09/01/2017,41.9230256212,-87.6451663609,"(41.923025621203976, -87.64516636089154)"
1570,PB2017A01570,PRESIDENT,GARIBALDI SQUARE HOMEOWNER'S ASSOCIATION,600-620,S,LAFLIN,ST,999,17173000740000,12/08/2016,08/10/2017,08/10/2017,41.8739680795,-87.6643667997,"(41.87396807949028, -87.66436679971144)"
547,PB2016A00547,Authorized Agent,"RTS Properties LLC, 4102-08 W Dickens Series",4102-4108,W,Dickens,AVE,8,13-34-222-041-0000,,,08/31/2016,41.919074747,-87.7292020832,"(41.91907474698714, -87.7292020831997)"
3140,PB2021A03140,Kalabich Management,,2950-2958,E,82ND,PL,22,21-31-228-017 thru 019 and 026 thru 029 -0000,,03/30/2021,03/30/2021,41.7456641554,-87.5518966896,"(41.74566415543465, -87.55189668956557)"
2464,PB2019A02464,authorized agent,Old Town Village West Condo Association,1144-1158,N,Howe,ST,126,17-04-302-055-1001-1126,01/25/2018,01/25/2019,01/25/2019,41.9026776889,-87.6445917113,"(41.90267768887817, -87.64459171125895)"
1635,PB2017A01635,Property Manager,Victorian Landmark Condo Assn,501-507,W,Fullerton,PKWY,32,14-33-104-087-1032,,08/11/2017,08/11/2017,41.9254584788,-87.6415611672,"(41.925458478764774, -87.64156116720969)"
2507,PB2019A02507,Lavinia Shimkus,,6241,N,Claremont,AVE,4,14061060050000,,03/28/2019,03/28/2019,41.9953354822,-87.6884410664,"(41.99533548219601, -87.68844106640064)"
207,PB2016A00207,Authorized Agent,Wrightwood Plaza Condominium Assoc,635-637,W,Wrightwood,AVE,10,14-28-313-058-1001,,,08/01/2016,41.9292211719,-87.6442018473,"(41.92922117192848, -87.64420184730002)"
1855,PB2017A01855,Owner,,614-616,N,Noble,ST,8,17-08-117-028-0000,,09/05/2017,09/05/2017,41.8930201756,-87.6624638632,"(41.893020175633296, -87.66246386315747)"
1595,PB2017A01595,AUTHORIZED AGENT,LAKESHORE POINTE CA,2354,E,71ST,ST,63,20244300111114,,08/10/2017,08/10/2017,41.7664384051,-87.5669029972,"(41.76643840508436, -87.56690299717204)"
2514,PB2019A02514,"Manager of East Lakeview Property, LLC",,538-548,W,Roscoe,ST,83,"14-21-307-020-0000, 14-21-307-021-0000",,04/15/2019,04/15/2019,41.9434464853,-87.6435184361,"(41.94344648526843, -87.64351843607007)"
1876,PB2017A01876,authorized agent,,1355,S,Clark,ST,1,17212111820000,,09/11/2017,09/11/2017,41.8642558262,-87.6301721963,"(41.86425582622979, -87.63017219631965)"
3182,PB2021A03182,Owner,,1940-1950,W,Lawrence,AVE,19,14-07-419-029-0000,,11/03/2021,11/03/2021,41.9688844118,-87.6777742379,"(41.968884411802385, -87.67777423785448)"
1205,PB2017A01205,Property Manager,,439,W,ST JAMES,PL,5,14-28-320-004-0000,,03/03/2017,03/03/2017,41.9280785314,-87.640631842,"(41.92807853136487, -87.64063184198865)"
451,PB2016A00451,Authorized Agent,Burling on the Park Condominium Assoc,2018-2028,N,Burling,ST,29,14-33-125-050-1001-1029,,,08/08/2016,41.9188449884,-87.6474691743,"(41.91884498839783, -87.6474691742735)"
1301,PB2017A01301,Registered Agent,,1263,W,Pratt,BLVD,104,11-32-305-001-0000,,03/29/2017,03/29/2017,42.0053890171,-87.6634299344,"(42.00538901706578, -87.66342993442962)"
620,PB2016A00620,Authorized Agent,Chelsea Townhomes,1127,W,Monroe,ST,1,17-17-210-072-0000,,,09/22/2016,41.8802411938,-87.6557627198,"(41.880241193819245, -87.65576271984351)"
1815,PB2017A01815,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1416,S,FEDERAL,ST,5,17212110490000,,08/24/2017,08/24/2017,41.8635622202,-87.6295301613,"(41.86356222019355, -87.62953016131615)"
477,PB2016A00477,President,2105 W Division Condominium Assoc,2105,W,Division,ST,5,17-06-302-041-1001-1005,,08/26/2016,09/02/2016,41.9030325864,-87.6799701526,"(41.90303258640025, -87.67997015259775)"
2639,PB2019A02639,Manager,,1532,W,Wilson,AVE,18,14-17-106-034-0000,,10/01/2019,10/01/2019,41.96534651,-87.6691918589,"(41.96534651001253, -87.66919185887375)"
1562,PB2017A01562,authorized agent,North Town Village Condo Assoc,724,W,Evergreen,AVE,145,17-04-113-100-1077,,08/10/2017,08/10/2017,41.9064729459,-87.6464782643,"(41.90647294592864, -87.64647826431943)"
1110,PB2017A01110,authorized agent,Buena Marine Condo Assoc,647-653,W,Buena,AVE,12,14-16-303-038-1001-1012,02/06/2017,02/15/2017,02/15/2017,41.9584119009,-87.6469369251,"(41.958411900852916, -87.64693692514774)"
1383,PB2017A01383,attorney,Columbia Place Townhomes Condo Assoc,1716-1724,W,Surf,ST,64,14-30-223-276-1001-1064,,06/19/2017,06/19/2017,41.9340725415,-87.6719763756,"(41.93407254145918, -87.67197637556713)"
1226,PB2017A01226,Board President,Garibaldi Square on the Park Condo Assoc,641-727,S,Ashland,AVE,42,17-17-300-107-1001-1042,,03/13/2017,03/13/2017,41.8729662785,-87.6664248111,"(41.8729662784526, -87.6664248110517)"
1227,PB2017A01227,authorized agent,The Regal Condo,1735,W,Diversey,PKWY,107,14-30-403-091-1001-1107,01/28/0017,03/13/2017,03/13/2017,41.9322460554,-87.6722677354,"(41.93224605536225, -87.67226773535732)"
1885,PB2017A01885,authorized agent,,1426,S,Federal,ST,6,17212110420000,,09/11/2017,09/11/2017,41.8633195304,-87.629524009,"(41.86331953041389, -87.62952400900058)"
901,PB2017A00901,Authorized Agent,Paulina Place Condo Assoc,1757,N,Paulina,ST,27,14-31-422-033-1001-1027,,,11/21/2016,41.9140152104,-87.6700769766,"(41.91401521040837, -87.67007697658295)"
1519,PB2017A01519,authorized agent,North Town Village Condo Assoc,1418,N,Burling,ST,145,17-04-113-100-1003,,08/10/2017,08/10/2017,41.9069005386,-87.6475014214,"(41.906900538550886, -87.64750142144905)"
2874,PB2019A02874,Manager,,7601-7619,S,Prairie,AVE,16,20-27-310-001-0000,,10/03/2019,10/03/2019,41.7564376168,-87.618127296,"(41.75643761678349, -87.61812729598262)"
2010,PB2017A02010,Registered Agent,Armitage Village Condo Assoc,448-456,W,Armitage,AVE,15,14-33-131-063-1023,09/27/2017,10/12/2017,10/12/2017,41.9184021764,-87.6407665424,"(41.91840217644116, -87.64076654243387)"
2228,PB2018A02228,Property Manager,,2616,W,Augusta,BLVD,5,16-01-413-037-0000,,04/03/2018,04/03/2018,41.8994339448,-87.6925998034,"(41.899433944763786, -87.69259980342014)"
931,PB2017A00931,President,3014 N Sheffield Condo Assoc,3014,N,Sheffield,AVE,8,14-29-210-056-1001-1008,12/19/2016,,12/19/2016,41.9367217047,-87.6541442209,"(41.936721704741316, -87.65414422089265)"
2482,PB2019A02482,authorized agent,Parkside of Old Town Townhome Leasehold Condo Assoc,420-514,W,Elm,ST,56,17-04-305-058-4001-4056,12/19/2018,03/15/2019,03/15/2019,41.9028234811,-87.6393813546,"(41.90282348107271, -87.6393813545777)"
2325,PB2018A02325,"Kristen Lange, President",Monticello Condo Association,5678,W,Higgins,AVE,6,13-08-421-073-1001; 13-08-421-073-1002; 13-08-421-073-1003; 13-08-421-073-1004; 13-08-421-073-1005; 13-08-421-073-1006,05/22/2018,05/23/2018,05/23/2018,41.9711420923,-87.7701560966,"(41.97114209231658, -87.77015609663353)"
821,PB2017A00821,Owner,Northtown Village Phase II,709,W,Blackhawk,ST,40,17-04-113-100-1041,,,08/29/2016,41.9071442786,-87.6465292966,"(41.907144278633396, -87.64652929662601)"
520,PB2016A00520,Authorized Agent,The Towers Condominium Assoc,1221,N,Dearborn,ST,199,17-04-224-047-0000,,09/28/1979,08/25/2016,41.9045651239,-87.6298577397,"(41.90456512394161, -87.62985773965421)"
37,PB2016A00037,Authorized Agent,20 E Cedar Condo Assoc,20,E,Cedar,ST,48,17-03-201-067-1001-1048,,04/30/2013,07/25/2016,41.9024957615,-87.6274759855,"(41.90249576149322, -87.62747598548701)"
1908,PB2017A01908,authorized agent,,1463,S,Clark,ST,1,17-21-211-009-0000,,09/11/2017,09/11/2017,41.8622830288,-87.6301177225,"(41.862283028769326, -87.63011772252172)"
1165,PB2017A01165,Property Manager,1247-1253 West Leland Condominium Association,4656,N,Magnolia,AVE,15,14-17-110-031-1001 thru 14-17-110-031-1015,12/01/2016,02/28/2017,02/28/2017,41.9670224544,-87.6612689994,"(41.96702245444299, -87.66126899939748)"
1362,PB2017A01362,Registered Agent,State Place Condominium Assoc,1111,S,State,ST,242,17-15-308-039-1001-1481,,06/05/2017,06/05/2017,41.8688982236,-87.6273139699,"(41.86889822358928, -87.62731396993205)"
740,PB2016A00740,Owner,Tower 10 Glades LLC State & Chestnut,845,N,State,ST,367,"17-03-223-032-0000, 17-03-223-033-0000, 17-03-223-035-0000",,,10/11/2016,41.8979865853,-87.6280883976,"(41.8979865852922, -87.62808839759518)"
1553,PB2017A01553,PROPERTY MANAGER,KINZIE PARK TOWNHOME ASSOCIATION,401-499,N,CANAL,ST,82,17091120860000,08/09/2016,08/10/2017,08/10/2017,41.8895262263,-87.6404092785,"(41.889526226307076, -87.6404092784995)"
2527,PB2019A02527,Attorney,1610 S. Carpenter Street Condominium Association,1610,S,Carpenter,ST,5,17-20-400-055-0000 and 17-20-400-056-0000,01/25/2019,06/05/2019,06/05/2019,41.8594491619,-87.6535715829,"(41.85944916191175, -87.6535715828509)"
836,PB2017A00836,Owner,Northtown Village Phase II,712,W,Evergreen,AVE,,17-04-113-100-1068,,,08/29/2016,41.90647575,-87.6462814983,"(41.90647574998862, -87.64628149827254)"
1064,PB2017A01064,Registered Agent,,5541,S,Everett,AVE,145,20-13-103-004-0000,,02/02/2017,02/02/2017,41.7940348886,-87.5823623051,"(41.794034888558464, -87.58236230505194)"
2358,PB2018A02358,Board President,Eliot House Condominium Association,1255,N,Sandburg,TER,324,04-222-062-1001 - 17-04-222-062-1327,,08/13/2018,08/13/2018,41.905559286,-87.6320084511,"(41.905559285994315, -87.63200845108385)"
189,PB2016A00189,Authorized Agent,6700 Crandon Condominium Assoc,6700,S,Crandon,AVE,42,20-24-404-028-1026,,,08/01/2016,41.7734276547,-87.5701267099,"(41.77342765473798, -87.57012670994054)"
406,PB2016A00406,Authorized Agent,2007 N Sedgwick Condominium Assoc,2007,N,Sedgwick,ST,40,14-33-207-052-1001-1040,,,08/25/2016,41.9185853915,-87.6386765913,"(41.91858539147969, -87.63867659125987)"
1505,PB2017A01505,Licensed Property Manager,,1040,N,Hermitage,AVE,6,17-06-417-013-0000,,08/07/2017,08/07/2017,41.900855558,-87.6712431386,"(41.900855557978126, -87.6712431386489)"
330,PB2016A00330,Property Manager,Catherine Court Condominium Assoc,8439-8503,W,Catherine,AVE,499,12-11-119-038-1001-1512,,,08/03/2016,41.977350381,-87.8382881208,"(41.97735038102216, -87.83828812075606)"
1898,PB2017A01898,authorized agent,,1444,S,Federal,ST,10,17212110200000,,09/11/2017,09/11/2017,41.8628504179,-87.6294848882,"(41.86285041793166, -87.62948488820795)"
403,PB2016A00403,Authorized Agent,Hemingway House Condominium Assoc,1850,N,Clark,ST,280,14-33-409-024-1001-1285,,,08/23/2016,41.9162510767,-87.6349063647,"(41.91625107672272, -87.63490636466977)"
916,PB2017A00916,Authorized Agent,3500 N Lake Shore Dr Cooperative Apartments,3500,N,Lake Shore,DR,62,14-21-111-201-0000,11/30/2016,,12/02/2016,41.9467779673,-87.6425409534,"(41.94677796732319, -87.6425409534323)"
786,PB2016A00786,Authorized Agent,Oz Park Gardens Condo Assoc,2036,N,Larrabee,ST,24,14-33-121-080-1073-1096,08/03/2016,,10/25/2016,41.9193572483,-87.6438511677,"(41.91935724831672, -87.64385116770387)"
593,PB2016A00593,Authorized Agent,Chelsea Townhomes,1111,W,Monroe,ST,1,17-17-210-099-0000,,,09/22/2016,41.8802506338,-87.655156763,"(41.880250633768604, -87.6551567630493)"
1542,PB2017A01542,authorized agent,North Town Village Condo Assoc,715,W,Blackhawk,ST,145,17-04-113-100-1044,,08/10/2017,08/10/2017,41.9071430752,-87.6467436895,"(41.90714307516073, -87.64674368950021)"
1190,PB2017A01190,Vice President,,3510,N,Pine Grove,AVE,112,14-21-301-010-0000,,03/03/2017,03/03/2017,41.9463434551,-87.6447455373,"(41.94634345509863, -87.64474553725607)"
1613,PB2017A01613,Agent,Cuyler Park Condo Assn,958-966,W,Cuyler,AVE,25,14-17-415-047-1001,,08/10/2017,08/10/2017,41.9555456761,-87.6533910395,"(41.95554567610896, -87.65339103948126)"
2318,PB2018A02318,Assistant Community Manager,Granville Beach Condominium Association,6171,N,Sheridan,RD,311,14052110231265,08/27/2017,05/16/2018,05/16/2018,41.9943293576,-87.6553701769,"(41.994329357624444, -87.65537017686654)"
1187,PB2017A01187,Vice President,,596,W,Hawthorne,PL,41,14-21-306-017-0000,,03/03/2017,03/03/2017,41.9442846659,-87.6451006188,"(41.94428466585781, -87.64510061879695)"
539,PB2016A00539,Board President,2700 North Hampden Court Condominium Assoc,2700,N,Hampden,CT,94,14-28-308-028-1001-1169,,,09/19/2016,41.9307247605,-87.6416646726,"(41.93072476048426, -87.64166467255276)"
724,PB2016A00724,Registered Agent,Elm II LLC,18,E,Elm,ST,147,17-03-200-035-0000,10/05/2016,,10/06/2016,41.9033058109,-87.627858233,"(41.90330581094846, -87.62785823297757)"
228,PB2016A00228,Authorized Agent,Lowell House Condominium Assoc,88,W,Schiller,ST,252,17-04-209-043-1001-1252,,,08/11/2016,41.9079450573,-87.6315372218,"(41.90794505733977, -87.63153722184194)"
947,PB2017A00947,President,5 N Wabash Condo Assoc,5,N,Wabash,AVE,91,17-10-312-015-1001-1090,,,09/13/2016,41.8822243258,-87.6260714358,"(41.882224325823685, -87.62607143584718)"
2147,PB2018A02147,Property Manager,Circle View Condo Association,812-814,S,Miller,ST,7,17-17-420-031-0000,02/15/2018,02/20/2018,02/20/2018,41.8715192446,-87.6524225968,"(41.87151924460896, -87.6524225968497)"
1314,PB2017A01314,Board President,700 Bittersweet Condo Assoc,700-708,W,Bittersweet,PL,124,14-16-304-042-1001-1124,,04/05/2017,04/05/2017,41.9558034187,-87.6474739588,"(41.95580341869891, -87.64747395877697)"
285,PB2016A00285,Property Manager,641 E Pershing Condominium Assoc,641,E,Pershing,RD,14,20-03-201-076-1001-1019,,,08/03/2016,41.8237978233,-87.6111292942,"(41.82379782327438, -87.6111292941515)"
2603,PB2019A02603,Manager,,1306,S,Union,AVE,122,17-21-114-015-0000,,09/25/2019,09/25/2019,41.8651776223,-87.6451942911,"(41.86517762226386, -87.64519429109197)"
2437,PB2018A02437,Owner,,1457,N,California,AVE,5,16-01-208-001-0000,,11/19/2018,11/19/2018,41.9082508686,-87.6968627146,"(41.90825086860221, -87.69686271464515)"
2871,PB2019A02871,Manager,,7404,S,Vernon,AVE,18,20-27-224-013-0000,,10/03/2019,10/03/2019,41.7600489556,-87.6140689792,"(41.76004895556204, -87.61406897915936)"
2005,PB2017A02005,Registered Agent,,5241,N,Lawler,AVE,10,13-09-224-041-0000,,10/06/2017,10/06/2017,41.9766583299,-87.7535281981,"(41.976658329943085, -87.75352819805977)"
388,PB2016A00388,Property Manager,Paulina Terrace Condominium Assoc,4850-4856,N,Paulina,ST,20,14-07-422-049-1001-1020,,,08/03/2016,41.970372165,-87.6712083429,"(41.970372164969255, -87.67120834285114)"
1267,PB2017A01267,Registered Agent,,1726,N,Orchard,ST,16,14-33-314-009-0000,,03/27/2017,03/27/2017,41.9136335026,-87.6460905233,"(41.913633502566164, -87.64609052326331)"
952,PB2017A00952,Property Manager,Bookbinders Row,1335-1347,N,Mohawk,ST,21,17-04-122-122-1001-1021,12/20/2016,,01/04/2017,41.9065614655,-87.6419387199,"(41.90656146549716, -87.64193871993102)"
2394,PB2018A02394,Chief Financial Officer,,3005-3011,N,Halsted,ST,20,12-28-106-077-0000,,10/12/2018,10/12/2018,41.9365676405,-87.6490013733,"(41.93656764050725, -87.64900137328868)"
1066,PB2017A01066,Registered Agent,,5210-5214,S,Woodlawn,AVE,85,20-11-312-011-0000-20-11-312-012-0000,,02/02/2017,02/02/2017,41.8005476943,-87.5968143599,"(41.80054769427324, -87.5968143599121)"
474,PB2016A00474,Authorized Agent,2650 Lakeview Condominium Assoc,2650,N,Lakeview,AVE,397,14-28-318-077-1001-1398,,,08/25/2016,41.9310689939,-87.6394628486,"(41.931068993944976, -87.63946284861854)"
2207,PB2018A02207,Property Manager,,1355,W,Walton,ST,6,17-05-320-007-0000,,04/03/2018,04/03/2018,41.8987818694,-87.661791937,"(41.89878186943865, -87.66179193704278)"
279,PB2016A00279,Authorized Agent,40 East Cedar Condominium Assoc,40,E,Cedar,ST,75,17-03-201-069-1001-1076,,,08/18/2016,41.9025074409,-87.6267457649,"(41.90250744093347, -87.62674576488727)"
2361,PB2018A02361,"Property Manager, Draper and Kramer Inc.",One E. 14th Place Condominium Association,5,E,14TH,PL,102,17-22-106-014,,08/16/2018,08/16/2018,41.8623038299,-87.6270553596,"(41.86230382993038, -87.62705535957109)"
2124,PB2018A02124,Property Manager,Plaza 440 Private Residences Condominium Association,440,N,Wabash,AVE,457,17-10-127-019-1001 thru 1850,,01/26/2018,01/26/2018,41.8904864444,-87.6268244603,"(41.890486444371895, -87.62682446028889)"
2597,PB2019A02597,Manager,,714,W,14th,ST,122,17-21-114-009-0000,,09/25/2019,09/25/2019,41.8637007137,-87.6454004954,"(41.863700713675826, -87.64540049541176)"
838,PB2017A00838,Owner,Northtown Village Phase II,751,W,Evergreen,AVE,,17-04-113-100-1115,,,08/29/2016,41.9062727223,-87.6476938504,"(41.90627272228595, -87.64769385044431)"
217,PB2016A00217,Authorized Agent,6819-35 N Seeley Ave Condominium Assoc,6819-6835,N,Seeley,AVE,38,11-31-125-024-1032,,,08/01/2016,42.0058037041,-87.6818148532,"(42.005803704073344, -87.68181485321868)"
322,PB2016A00322,Property Manager,Dickens Pointe Condominium Assoc,2056-2068,N,Lincoln,AVE,10,14-33-131-053-1001-1010,,,08/03/2016,41.9195189115,-87.640690663,"(41.91951891151424, -87.64069066295957)"
2050,PB2017A02050,Property Manager,Clarksville Station Condominium Association,3260,N,Clark,ST,32,14-20-426-054-1000,10/16/2017,11/15/2017,11/15/2017,41.9413896201,-87.6520069896,"(41.941389620134785, -87.6520069895795)"
223,PB2016A00223,Registered Agent,Belvedere/270 E Pearson Condominium Assoc,270,E,Pearson,ST,40,17-03-228-034-4001-4042,,02/06/2006,07/20/2016,41.8977701822,-87.6188711886,"(41.89777018215929, -87.61887118858732)"
1689,PB2017A01689,Property Manager,Albany George Condo Assn,2856-2858,N,Albany,AVE,16,13-258-813-004-1016,,08/11/2017,08/11/2017,41.9337219229,-87.7051718183,"(41.93372192294678, -87.7051718182776)"
1263,PB2017A01263,Registered Agent,,6568-6576,N,Lakewood,AVE,16,11-32-318-011-0000,,03/27/2017,03/27/2017,42.0020983497,-87.6636725811,"(42.00209834971331, -87.66367258106719)"
1070,PB2017A01070,Registered Agent,,5130,S,Kenwood,AVE,39,20-11-401-026-0000,,02/02/2017,02/02/2017,41.8014002691,-87.5935977151,"(41.801400269074946, -87.59359771511066)"
123,PB2016A00123,President,201 E Chestnut St Condominium Assoc,201,E,Chestnut,ST,126,17-03-227-018-1002,,,07/28/2016,41.8983108869,-87.6217697908,"(41.89831088690182, -87.62176979076267)"
243,PB2016A00243,Registered Agent,1528-32 North Paulina Condominium Assoc,1528-1532,N,Paulina,ST,16,17-06-203-042-1008-1024,,,08/15/2016,41.9099344801,-87.6702576538,"(41.90993448013824, -87.67025765377755)"
2483,PB2019A02483,authorized agent,Parkside of Old Town Townhome Leasehold Condo Assoc,1142-1154,N,Hudson,AVE,56,17-04-305-058-4001-4056,12/19/2018,03/15/2019,03/15/2019,41.9027430115,-87.6402664444,"(41.9027430115405, -87.640266444403)"
3170,PB2021A03170,Owner,,2226-2228,N,Kenmore,AVE,7,14-32-207-028-0000,,11/02/2021,11/02/2021,41.9225400832,-87.6548762878,"(41.92254008324577, -87.65487628776718)"
2941,PB2019A02941,Manager,,7444,S,Vernon,AVE,12,20-27-224-019-0000,,10/04/2019,10/04/2019,41.7589168261,-87.6140417737,"(41.758916826095984, -87.61404177368794)"
374,PB2016A00374,Property Manager,Manors of Leland Condominium Assoc,3131-3135,W,Leland,AVE,12,13-13-107-033-1001-1015,,,08/24/2016,41.9665296796,-87.7072567607,"(41.9665296796066, -87.70725676065783)"
1896,PB2017A01896,authorized agent,,1439,S,Clark,ST,1,17-21-211-031-0000,,09/11/2017,09/11/2017,41.8629178775,-87.6301351027,"(41.86291787745333, -87.63013510268883)"
2438,PB2018A02438,Owner,,921-923,N,Sacramento,BLVD,6,16-01-314-003-0000,,11/19/2018,11/19/2018,41.898860134,-87.7023096129,"(41.89886013400824, -87.70230961288011)"
3177,PB2021A03177,Owner,,5536,N,Sheridan,RD,80,14-08-202-016-0000,,11/03/2021,11/03/2021,41.9828991069,-87.6553135229,"(41.98289910686778, -87.65531352290449)"
2640,PB2019A02640,Manager,,931,W,Belle Plaine,AVE,17,14-17-415-007-0000,,10/01/2019,10/01/2019,41.9565066163,-87.6532278187,"(41.95650661630731, -87.65322781868126)"
875,PB2017A00875,Authorized Agent,North Town Village,1311,N,Halsted,ST,145,17-04-113-100-1001-1149,,,08/30/2016,41.9054382467,-87.6479827434,"(41.90543824673755, -87.64798274340468)"
222,PB2016A00222,Authorized Agent,2626 Lakeview Condominium Assoc,2626,N,Lakeview,AVE,491,14-28-318-064-1001-1491,,07/26/2016,07/26/2016,41.9304481942,-87.6394420616,"(41.930448194194675, -87.63944206162061)"
2622,PB2019A02622,Manager,,2848,N,Seminary,AVE,19,14-29-223-027-0000,,09/30/2019,09/30/2019,41.9340511158,-87.6564832944,"(41.93405111579201, -87.65648329435417)"
